stop_id,stop_name,stop_lat,stop_lon,zone_id
"at:43:3121:0:1","Baden Josefsplatz","48.00598751","16.23376093","3045"
"at:43:3134:0:1","Baden Viadukt","48.00383581","16.24096542","3045"
"at:43:3134:0:2","Baden Viadukt","48.00373363","16.24091152","3045"
"at:43:3142:0:3","Leesdorf","47.99963433","16.25134994","3045"
"at:43:3142:0:4","Leesdorf","47.99955619","16.25163740","3045"
"at:43:3499:0:1","Gerasdorf Bahnhof","48.29297157","16.48321410","0120"
"at:43:3499:0:4","Gerasdorf Bahnhof","48.29306720","16.48313325","0120"
"at:43:3507:0:1","Gerasdorf Mittelschule","48.29441791","16.47133837","0100"
"at:43:3507:0:2","Gerasdorf Mittelschule","48.29435815","16.47132939","0100"
"at:43:3509:0:1","Gerasdorf Josef-Böck-Gasse","48.29358119","16.47856083","0100"
"at:43:3509:0:2","Gerasdorf Josef-Böck-Gasse","48.29347959","16.47856083","0100"
"at:43:3510:0:1","Gerasdorf Postamt","48.29469283","16.46837393","0100"
"at:43:3510:0:2","Gerasdorf Postamt","48.29460318","16.46835597","0100"
"at:43:3556:0:2","Groß-Enzersdorf Busbahnhof","48.19981176","16.54940197","0103"
"at:43:3558:0:1","Groß-Enzersdorf Stadtmauer","48.20491892","16.54939299","0103"
"at:43:3558:0:2","Groß-Enzersdorf Stadtmauer","48.20539787","16.54905163","0103"
"at:43:3615:0:3","Guntramsdorf Lokalbahn","48.04896659","16.31239945","3377"
"at:43:3615:0:4","Guntramsdorf Lokalbahn","48.04893657","16.31251623","3377"
"at:43:3895:0:5","Kledering Bahnhof","48.13270691","16.43928648","0106"
"at:43:3897:0:1","Kledering Kirche","48.13204141","16.43617831","0106"
"at:43:3897:0:2","Kledering Kirche","48.13216732","16.43555847","0106"
"at:43:4092:0:2","Kledering Bahnhofplatz","48.13204141","16.43825342","0106"
"at:43:4163:0:1","Maria Enzersdorf Südstadt BSFZ","48.09859361","16.31033332","3377"
"at:43:4163:0:2","Maria Enzersdorf Südstadt BSFZ","48.09900157","16.31062078","3377"
"at:43:4164:0:1","Maria Enzersdorf Südstadt","48.09626579","16.31468117","3377"
"at:43:4164:0:2","Maria Enzersdorf Südstadt","48.09625979","16.31474405","3377"
"at:43:4302:0:1","Eigenheimsiedlung","48.03996402","16.30421580","3377"
"at:43:4302:0:2","Eigenheimsiedlung","48.03950754","16.30416190","3377"
"at:43:4304:0:3","Möllersdorf Lokalbahn","48.02796815","16.30016439","3045"
"at:43:4304:0:4","Möllersdorf Lokalbahn","48.02795614","16.30023626","3045"
"at:43:4331:0:3","Neu Guntramsdorf","48.06389334","16.31369302","3377"
"at:43:4331:0:4","Neu Guntramsdorf","48.06389334","16.31375590","3377"
"at:43:4536:0:1","Pfaffstätten-Rennplatz","48.00839754","16.26132124","3045"
"at:43:4536:0:2","Pfaffstätten-Rennplatz","48.00830740","16.26141107","3045"
"at:43:4710:0:3","Schwechat Bahnhof","48.14251449","16.48268409","0114"
"at:43:4718:0:1","Schwechat Brauerei","48.14522982","16.46914648","0114"
"at:43:4718:0:2","Schwechat Brauerei","48.14545759","16.46915547","0114"
"at:43:4735:0:1","Schwechat B10/Rathausplatz","48.14112979","16.47605453","0114"
"at:43:4808:0:1","Schwechat Möhringgasse","48.14064424","16.47968372","0114"
"at:43:4808:0:2","Schwechat Möhringgasse","48.14080609","16.47986338","0114"
"at:43:5001:0:3","Traiskirchen Lokalbahn","48.01541065","16.29066022","3045"
"at:43:5001:0:4","Traiskirchen Lokalbahn","48.01538661","16.29075903","3045"
"at:43:5022:0:1","Tribuswinkel-Josefsthal","48.00783862","16.27015168","3045"
"at:43:5022:0:2","Tribuswinkel-Josefsthal","48.00773044","16.27012473","3045"
"at:43:5132:0:1","Vösendorf Shopping City Süd","48.11158668","16.31548965","3379"
"at:43:5132:0:2","Vösendorf Shopping City Süd","48.11158069","16.31556152","3379"
"at:43:5132:0:4","Vösendorf Shopping City Süd","48.11153870","16.31454642","3379"
"at:43:5132:0:5","Vösendorf Shopping City Süd","48.11166466","16.31516626","3379"
"at:43:5133:0:1","Vösendorf-Siebenhirten","48.12593763","16.31759171","0115"
"at:43:5133:0:2","Vösendorf-Siebenhirten","48.12573376","16.31799595","0115"
"at:43:5133:0:3","Vösendorf-Siebenhirten","48.12582370","16.31946021","0115"
"at:43:5133:0:4","Vösendorf-Siebenhirten","48.12606355","16.31790612","0115"
"at:43:5133:0:9","Vösendorf-Siebenhirten","48.12584769","16.31937038","0115"
"at:43:5200:0:1","Griesfeld","48.07762742","16.31266894","3377"
"at:43:5200:0:6","Griesfeld","48.07763942","16.31254318","3377"
"at:43:5201:0:2","Wiener Neudorf","48.08737350","16.31390862","3377"
"at:43:5201:0:5","Wiener Neudorf","48.08709747","16.31394455","3377"
"at:43:5201:0:6","Wiener Neudorf","48.08709747","16.31411523","3377"
"at:43:5201:0:7","Wiener Neudorf","48.08744551","16.31413320","3377"
"at:43:5671:0:2","Schwechat B10/Hauptplatz","48.14095595","16.47768946","0114"
"at:43:5809:0:1","Baden Melkergründe","48.00364348","16.25833883","3045"
"at:43:5809:0:2","Baden Melkergründe","48.00361943","16.25843765","3045"
"at:43:5921:0:2","Schwechat Plankenwehrstraße","48.14190906","16.47480587","0114"
"at:43:5960:0:1","Schwechat Wiener Straße","48.14326377","16.47301822","0114"
"at:43:5960:0:3","Schwechat Wiener Straße","48.14330573","16.47235347","0114"
"at:43:6055:0:1","Baden Landesklinikum","47.99950209","16.25588643","3045"
"at:43:6055:0:2","Baden Landesklinikum","47.99955619","16.25583254","3045"
"at:49:1:0:6","Schrankenberggasse","48.17381306","16.38919642","0100"
"at:49:1:0:7","Schrankenberggasse","48.17402273","16.38892693","0100"
"at:49:10:0:1","Neustift, Agnesgasse","48.25021438","16.30804262","0100"
"at:49:10:0:2","Neustift, Agnesgasse","48.25047160","16.30665023","0100"
"at:49:10:0:3","Neustift, Agnesgasse","48.25089031","16.30748566","0100"
"at:49:100:0:1","Broßmannplatz","48.25184138","16.39849399","0100"
"at:49:100:0:2","Broßmannplatz","48.25212251","16.39816161","0100"
"at:49:1000:0:1","Pensionistenwohnhaus Atzgersdorf","48.15050424","16.28968106","0100"
"at:49:1000:0:2","Pensionistenwohnhaus Atzgersdorf","48.15071401","16.28993258","0100"
"at:49:1001:0:1","Pensionistenwohnhaus Rosenberg","48.15930172","16.28525236","0100"
"at:49:1001:0:2","Pensionistenwohnhaus Rosenberg","48.15931969","16.28693221","0100"
"at:49:1001:0:3","Pensionistenwohnhaus Rosenberg","48.15933767","16.28580033","0100"
"at:49:1002:0:1","Pensionsversicherungsanstalt","48.22925622","16.39747889","0100"
"at:49:1002:0:2","Pensionsversicherungsanstalt","48.22932803","16.39761364","0100"
"at:49:1004:0:1","Neubreitenlee","48.24026586","16.49151453","0100"
"at:49:1004:0:2","Neubreitenlee","48.24047526","16.49190979","0100"
"at:49:1005:0:1","Penzinger Straße","48.19029062","16.31575915","0100"
"at:49:1005:0:3","Penzinger Straße","48.18986542","16.31483388","0100"
"at:49:1005:0:5","Penzinger Straße","48.19041638","16.31582203","0100"
"at:49:1005:0:6","Penzinger Straße","48.19005706","16.31433981","0100"
"at:49:1007:0:1","Perfektastraße","48.13666973","16.31321692","0100"
"at:49:1007:0:2","Perfektastraße","48.13605824","16.31197724","0100"
"at:49:1007:0:3","Perfektastraße","48.13672369","16.31402540","0100"
"at:49:1007:0:4","Perfektastraße","48.13663376","16.31332471","0100"
"at:49:1007:0:5","Perfektastraße","48.13678364","16.31272284","0100"
"at:49:1007:0:6","Perfektastraße","48.13639396","16.31286657","0100"
"at:49:1008:0:2","Perntergasse","48.24875483","16.35515926","0100"
"at:49:1008:0:4","Perntergasse","48.24931712","16.35500654","0100"
"at:49:1009:0:1","Perspektivstraße","48.21798086","16.40140453","0100"
"at:49:1009:0:2","Perspektivstraße","48.21786115","16.40079367","0100"
"at:49:101:0:1","Aumannplatz","48.22845434","16.33610599","0100"
"at:49:101:0:3","Aumannplatz","48.22797560","16.33688752","0100"
"at:49:1010:0:1","Peter-Jordan-Straße","48.23873423","16.32605384","0100"
"at:49:1012:0:1","Pfarrgasse","48.14878412","16.34720018","0100"
"at:49:1012:0:3","Pfarrgasse","48.14973109","16.34740680","0100"
"at:49:1013:0:1","Pfenninggeldgasse","48.20767286","16.31342353","0100"
"at:49:1013:0:2","Pfenninggeldgasse","48.20687662","16.31458235","0100"
"at:49:1014:0:2","Seckendorfstraße","48.19688974","16.28753408","0100"
"at:49:1014:0:3","Seckendorfstraße","48.19694961","16.28664475","0100"
"at:49:1014:0:5","Seckendorfstraße","48.19685381","16.28662678","0100"
"at:49:1015:0:11","Meidling","48.17350754","16.33147068","0100"
"at:49:1015:0:12","Bahnhof Meidling","48.17446004","16.33075203","0100"
"at:49:1015:0:14","Meidling","48.17463976","16.33111136","0100"
"at:49:1015:0:2","Meidling","48.17506508","16.33184797","0100"
"at:49:1015:0:4","Meidling","48.17352551","16.33133593","0100"
"at:49:1015:0:5","Bahnhof Meidling","48.17445405","16.33111136","0100"
"at:49:1015:0:7","Meidling","48.17440613","16.33155153","0100"
"at:49:1016:0:3","Alfred-Adler-Straße","48.18239690","16.38169549","0100"
"at:49:1016:0:4","Alfred-Adler-Straße","48.18257659","16.38151583","0100"
"at:49:1016:0:5","Alfred-Adler-Straße","48.18206148","16.38163261","0100"
"at:49:1016:0:6","Alfred-Adler-Straße","48.18204950","16.38147989","0100"
"at:49:1017:0:1","Piaristengasse","48.20663117","16.35132345","0100"
"at:49:1018:0:1","Pilgramgasse","48.19308726","16.35438671","0100"
"at:49:1018:0:2","Pilgramgasse","48.19276988","16.35391060","0100"
"at:49:1018:0:3","Pilgramgasse","48.19216504","16.35424297","0100"
"at:49:1018:0:4","Pilgramgasse","48.19287168","16.35447654","0100"
"at:49:1018:0:6","Pilgramgasse","48.19214109","16.35433281","0100"
"at:49:1018:0:7","Pilgramgasse","48.19260819","16.35561740","0100"
"at:49:1019:0:1","Kolschitzkygasse","48.18794898","16.37305370","0100"
"at:49:1019:0:2","Kolschitzkygasse","48.18809272","16.37275725","0100"
"at:49:102:0:3","Autokaderstraße","48.27721459","16.38807353","0100"
"at:49:102:0:6","Autokaderstraße","48.27724448","16.38818133","0100"
"at:49:1021:0:1","Plachygasse","48.22662313","16.28103028","0100"
"at:49:1021:0:2","Plachygasse","48.22679668","16.28085960","0100"
"at:49:1022:0:1","Plankengasse","48.20647551","16.36998146","0100"
"at:49:1023:0:1","Karl-Bednarik-Gasse","48.24533907","16.48317817","0100"
"at:49:1023:0:2","Karl-Bednarik-Gasse","48.24575185","16.48333088","0100"
"at:49:1024:0:1","Plattensteinergasse","48.21128867","16.47888422","0100"
"at:49:1024:0:2","Plattensteinergasse","48.21140241","16.47866862","0100"
"at:49:1025:0:1","Plößlgasse","48.19471607","16.37693442","0100"
"at:49:1025:0:3","Plößlgasse","48.19436277","16.37732968","0100"
"at:49:1026:0:1","Podlahagasse","48.21100732","16.53300772","0100"
"at:49:1026:0:2","Podlahagasse","48.21098338","16.53338501","0100"
"at:49:1027:0:1","Pogrelzstraße","48.24361615","16.45594125","0100"
"at:49:1027:0:2","Pogrelzstraße","48.24338882","16.45590532","0100"
"at:49:1028:0:1","Pohlgasse","48.17847954","16.32406856","0100"
"at:49:1028:0:2","Pohlgasse","48.17880900","16.32397873","0100"
"at:49:1028:0:3","Pohlgasse","48.17864127","16.32382602","0100"
"at:49:1029:0:1","Veletaweg","48.22793371","16.28094045","0100"
"at:49:103:0:1","Aßmayergasse","48.17845558","16.33788465","0100"
"at:49:103:0:2","Aßmayergasse","48.17894078","16.33752533","0100"
"at:49:103:0:4","Aßmayergasse","48.17886890","16.33802838","0100"
"at:49:103:0:5","Aßmayergasse","48.17898271","16.33770499","0100"
"at:49:1030:0:2","Pokornygasse","48.24091201","16.35551858","0100"
"at:49:1030:0:4","Pokornygasse","48.24141456","16.35548265","0100"
"at:49:1031:0:1","Polgarstraße","48.23111726","16.45007525","0100"
"at:49:1031:0:2","Polgarstraße","48.23158400","16.44850320","0100"
"at:49:1031:0:4","Polgarstraße","48.23095569","16.44952728","0100"
"at:49:1031:0:5","Polgarstraße","48.23097963","16.45014711","0100"
"at:49:1031:0:7","Polgarstraße","48.23174557","16.44887151","0100"
"at:49:1033:0:1","Tiefer Graben","48.21353347","16.36942450","0100"
"at:49:1034:0:1","Portnergasse","48.24430413","16.44402959","0100"
"at:49:1034:0:2","Portnergasse","48.24435797","16.44403857","0100"
"at:49:1035:0:1","Hütteldorfer Straße","48.19967405","16.31215690","0100"
"at:49:1035:0:10","Hütteldorfer Straße","48.19899145","16.31190538","0100"
"at:49:1035:0:14","Hütteldorfer Straße","48.19978182","16.31135740","0100"
"at:49:1035:0:3","Hütteldorfer Straße","48.19906929","16.31151012","0100"
"at:49:1035:0:5","Hütteldorfer Straße","48.19982972","16.31146520","0100"
"at:49:1035:0:9","Hütteldorfer Straße","48.19962614","16.31207606","0100"
"at:49:1037:0:1","Possingergasse","48.20925331","16.31804985","0100"
"at:49:1037:0:2","Possingergasse","48.20895399","16.31873257","0100"
"at:49:1037:0:3","Possingergasse","48.21064814","16.31875054","0100"
"at:49:1038:0:1","Fritz-Feigl-Weg","48.23419889","16.47220075","0100"
"at:49:1038:0:2","Fritz-Feigl-Weg","48.23425872","16.47230855","0100"
"at:49:1039:0:2","Praterbrücke","48.20326049","16.43462423","0100"
"at:49:1039:0:4","Praterbrücke","48.20353590","16.43389659","0100"
"at:49:104:0:1","Bacherplatz","48.18827837","16.35669538","0100"
"at:49:104:0:2","Bacherplatz","48.18847002","16.35665944","0100"
"at:49:1040:0:1","Praterstern","48.21960888","16.39293341","0100"
"at:49:1040:0:11","Praterstern","48.21971661","16.39285257","0100"
"at:49:1040:0:13","Praterstern","48.21829809","16.39141526","0100"
"at:49:1040:0:17","Praterstern","48.21868714","16.39338257","0100"
"at:49:1040:0:18","Praterstern","48.21862130","16.39046305","0100"
"at:49:1040:0:2","Praterstern","48.21831006","16.39154103","0100"
"at:49:1040:0:22","Praterstern","48.21819035","16.39164882","0100"
"at:49:1040:0:3","Praterstern","48.21683762","16.39231358","0100"
"at:49:1040:0:6","Praterstern","48.21819035","16.39172069","0100"
"at:49:1040:0:7","Praterstern","48.22034506","16.39319393","0100"
"at:49:1040:0:8","Praterstern","48.21817239","16.39146916","0100"
"at:49:1040:0:9","Praterstern","48.21857940","16.39334664","0100"
"at:49:1041:0:1","Rasumofskygasse","48.20539189","16.39491869","0100"
"at:49:1041:0:2","Rasumofskygasse","48.20556551","16.39383173","0100"
"at:49:1042:0:1","Nestroyplatz U/Praterstr.","48.21634680","16.38632181","0100"
"at:49:1043:0:1","Predigtstuhl","48.22236203","16.28930376","0100"
"at:49:1043:0:2","Predigtstuhl","48.22238597","16.28953732","0100"
"at:49:1044:0:1","Preindlgasse","48.18772140","16.27728430","0100"
"at:49:1044:0:2","Preindlgasse","48.18751178","16.27767956","0100"
"at:49:1044:0:3","Preindlgasse","48.18756569","16.27755380","0100"
"at:49:1045:0:1","Pretschgasse","48.15805530","16.42423072","0100"
"at:49:1045:0:2","Pretschgasse","48.15822309","16.42423072","0100"
"at:49:1046:0:1","Christine-Touaillon-Straße","48.22326575","16.51001084","0100"
"at:49:1046:0:2","Christine-Touaillon-Straße","48.22306825","16.51049594","0100"
"at:49:1047:0:1","Preßgasse","48.19521309","16.36323511","0100"
"at:49:1047:0:2","Preßgasse","48.19725500","16.36206730","0100"
"at:49:1048:0:2","Prinzgasse","48.24003851","16.48207324","0100"
"at:49:1048:0:4","Prinzgasse","48.23996074","16.48222595","0100"
"at:49:1049:0:1","Otto-Wagner-Areal","48.20687662","16.27989840","0100"
"at:49:1049:0:2","Otto-Wagner-Areal","48.20661919","16.28033858","0100"
"at:49:1049:0:3","Otto-Wagner-Areal","48.20684669","16.28054519","0100"
"at:49:105:0:1","Badeteich Süßenbrunn","48.27774070","16.48800212","0100"
"at:49:105:0:2","Badeteich Süßenbrunn","48.27774070","16.48758890","0100"
"at:49:1050:0:1","Puchgasse","48.26026264","16.45500700","0100"
"at:49:1050:0:2","Puchgasse","48.26019685","16.45517768","0100"
"at:49:1052:0:1","Klinik Penzing","48.20534399","16.27271188","0100"
"at:49:1052:0:2","Klinik Penzing","48.20530807","16.27308917","0100"
"at:49:1053:0:1","Pumgasse","48.13605824","16.27199323","0100"
"at:49:1053:0:2","Pumgasse","48.13596832","16.27197526","0100"
"at:49:1054:0:1","Purkytgasse","48.15022255","16.33323138","0100"
"at:49:1054:0:2","Purkytgasse","48.14996484","16.33533344","0100"
"at:49:1054:0:3","Purkytgasse","48.15002477","16.33367155","0100"
"at:49:1055:0:1","Pönningerweg","48.21333593","16.28833358","0100"
"at:49:1055:0:2","Pönningerweg","48.21342572","16.28840545","0100"
"at:49:1056:0:2","Pötzleinsdorf","48.24139063","16.31034231","0100"
"at:49:1056:0:3","Pötzleinsdorf","48.24105559","16.31102503","0100"
"at:49:1056:0:5","Pötzleinsdorf","48.24074449","16.31095316","0100"
"at:49:1057:0:1","Pötzleinsdorfer Friedhof","48.24568006","16.30753058","0100"
"at:49:1057:0:2","Pötzleinsdorfer Friedhof","48.24568006","16.30741380","0100"
"at:49:1058:0:1","Quellenplatz","48.17607147","16.37354777","0100"
"at:49:1058:0:12","Quellenplatz","48.17525079","16.37340404","0100"
"at:49:1058:0:13","Quellenplatz","48.17529871","16.37355675","0100"
"at:49:1058:0:3","Quellenplatz","48.17562220","16.37406879","0100"
"at:49:1058:0:7","Quellenplatz","48.17608945","16.37342201","0100"
"at:49:1058:0:8","Quellenplatz","48.17563418","16.37300878","0100"
"at:49:106:0:1","Badgasse","48.20925331","16.22410404","0100"
"at:49:106:0:2","Badgasse","48.20920542","16.22304403","0100"
"at:49:106:0:4","Badgasse","48.20882827","16.22482269","0100"
"at:49:1060:0:3","Knöllgasse","48.17723359","16.35857285","0100"
"at:49:1060:0:5","Knöllgasse","48.17701794","16.35786319","0100"
"at:49:1060:0:6","Knöllgasse","48.17764092","16.35819556","0100"
"at:49:1061:0:1","Rabengasse","48.19432085","16.39778432","0100"
"at:49:1061:0:2","Rabengasse","48.19432085","16.39754177","0100"
"at:49:1061:0:3","Rabengasse","48.19380586","16.39769449","0100"
"at:49:1062:0:1","Spittelau","48.23318766","16.35771047","0100"
"at:49:1062:0:10","Spittelau","48.23555116","16.35810573","0100"
"at:49:1062:0:11","Spittelau","48.23487503","16.35859980","0100"
"at:49:1062:0:2","Spittelau","48.23563492","16.35807878","0100"
"at:49:1062:0:3","Spittelau","48.23599393","16.35675826","0100"
"at:49:1062:0:4","Spittelau","48.23486306","16.35850099","0100"
"at:49:1062:0:5","Spittelau","48.23300216","16.35635402","0100"
"at:49:1062:0:8","Spittelau","48.23613154","16.35629113","0100"
"at:49:1062:0:9","Spittelau","48.23603581","16.35687504","0100"
"at:49:1063:0:3","Radetzkyplatz","48.21131262","16.39043610","0100"
"at:49:1063:0:5","Radetzkyplatz","48.21097739","16.38953778","0100"
"at:49:1063:0:6","Radetzkyplatz","48.21041468","16.39066966","0100"
"at:49:1065:0:1","Raimannstraße","48.20481115","16.28114706","0100"
"at:49:1066:0:1","Rainergasse","48.18857183","16.36794228","0100"
"at:49:1066:0:2","Rainergasse","48.18798491","16.36886755","0100"
"at:49:1067:0:1","Rallenweg","48.20442199","16.45873501","0100"
"at:49:1067:0:2","Rallenweg","48.20448785","16.45874399","0100"
"at:49:1068:0:1","Rampengasse","48.24077440","16.36036948","0100"
"at:49:1068:0:3","Rampengasse","48.24081030","16.36053118","0100"
"at:49:107:0:2","Rettichgasse","48.20162597","16.26222854","0100"
"at:49:107:0:5","Rettichgasse","48.20155412","16.26220159","0100"
"at:49:1070:0:1","Rappachgasse","48.17978536","16.42410495","0100"
"at:49:1070:0:2","Rappachgasse","48.17997105","16.42500327","0100"
"at:49:1071:0:3","Löwengasse","48.20627196","16.39431682","0100"
"at:49:1071:0:4","Löwengasse","48.20587682","16.39578107","0100"
"at:49:1072:0:2","Rathaus","48.20925930","16.35550960","0100"
"at:49:1072:0:3","Rathaus","48.21074991","16.35550062","0100"
"at:49:1072:0:5","Rathaus","48.20986992","16.35540180","0100"
"at:49:1072:0:7","Rathaus","48.20923535","16.35386568","0100"
"at:49:1073:0:1","Ravelinstraße","48.17338772","16.42730296","0100"
"at:49:1073:0:2","Ravelinstraße","48.17321399","16.42720414","0100"
"at:49:1074:0:1","Laxenburger Straße/Sahulkastraße","48.16293293","16.36746618","0100"
"at:49:1075:0:1","Ratmannsdorfgasse","48.17745523","16.27552361","0100"
"at:49:1075:0:2","Ratmannsdorfgasse","48.17735340","16.27572124","0100"
"at:49:1076:0:1","Ratzenhofergasse","48.28403564","16.41952355","0100"
"at:49:1076:0:2","Ratzenhofergasse","48.28435844","16.42014338","0100"
"at:49:1077:0:3","Rauscherstraße","48.23071035","16.37531745","0100"
"at:49:1077:0:6","Rauscherstraße","48.23076421","16.37537135","0100"
"at:49:1078:0:1","Raxstraße","48.16627630","16.36530124","0100"
"at:49:1078:0:10","Raxstraße","48.16552137","16.36547192","0100"
"at:49:1078:0:11","Raxstraße","48.16680954","16.36441190","0100"
"at:49:1078:0:4","Raxstraße","48.16528170","16.36366630","0100"
"at:49:1078:0:5","Raxstraße","48.16547343","16.36400766","0100"
"at:49:1078:0:6","Raxstraße","48.16525174","16.36352257","0100"
"at:49:1078:0:7","Raxstraße","48.16529968","16.36354054","0100"
"at:49:1078:0:8","Raxstraße","48.16592280","16.36346867","0100"
"at:49:1079:0:2","Rebhanngasse","48.22833466","16.38826217","0100"
"at:49:1079:0:4","Rebhanngasse","48.22764048","16.38792081","0100"
"at:49:1079:0:5","Rebhanngasse","48.22796363","16.38895388","0100"
"at:49:108:0:1","Duchekgasse","48.20979209","16.51600261","0100"
"at:49:108:0:2","Duchekgasse","48.20866663","16.51877840","0100"
"at:49:1080:0:1","Redtenbachergasse","48.21332994","16.31437574","0100"
"at:49:1080:0:3","Redtenbachergasse","48.21334192","16.31498660","0100"
"at:49:1081:0:1","Pflaumengasse","48.15667102","16.29111836","0100"
"at:49:1081:0:2","Pflaumengasse","48.15696466","16.29126209","0100"
"at:49:1082:0:1","Reichmanngasse","48.20685866","16.28517151","0100"
"at:49:1082:0:2","Reichmanngasse","48.20693649","16.28392285","0100"
"at:49:1083:0:1","Eßling, Wegmayersiedlung","48.20234445","16.51503243","0100"
"at:49:1084:0:2","Reinlgasse","48.19369807","16.31143825","0100"
"at:49:1084:0:5","Reinlgasse","48.19326691","16.31195927","0100"
"at:49:1084:0:6","Reinlgasse","48.19327290","16.31100706","0100"
"at:49:1085:0:1","Reinprechtsdorfer Brücke","48.18847002","16.35170074","0100"
"at:49:1085:0:2","Reinprechtsdorfer Brücke","48.18932044","16.35178159","0100"
"at:49:1086:0:1","Reinprechtsdorfer Straße/Arbeitergasse","48.18664936","16.35338958","0100"
"at:49:1086:0:2","Reinprechtsdorfer Straße/Arbeitergasse","48.18667331","16.35296737","0100"
"at:49:1086:0:3","Reinprechtsdorfer Straße/Arbeitergasse","48.18640979","16.35297635","0100"
"at:49:1087:0:1","Hansl-Schmid-Weg","48.21431164","16.28447981","0100"
"at:49:1087:0:2","Hansl-Schmid-Weg","48.21441340","16.28450676","0100"
"at:49:1088:0:1","Siebensterngasse","48.20221871","16.34941004","0100"
"at:49:1088:0:3","Siebensterngasse","48.20173374","16.34856562","0100"
"at:49:1088:0:5","Siebensterngasse","48.20143437","16.34899681","0100"
"at:49:1088:0:6","Siebensterngasse","48.20150622","16.34911359","0100"
"at:49:109:0:2","Barawitzkagasse","48.24426824","16.35563536","0100"
"at:49:109:0:3","Barawitzkagasse","48.24454941","16.35665944","0100"
"at:49:109:0:5","Barawitzkagasse","48.24490237","16.35572519","0100"
"at:49:109:0:6","Barawitzkagasse","48.24478870","16.35534790","0100"
"at:49:1090:0:1","Renngasse","48.21312642","16.36786143","0100"
"at:49:1090:0:2","Renngasse","48.21300071","16.36733143","0100"
"at:49:1091:0:10","Rennweg","48.19445259","16.38689674","0100"
"at:49:1091:0:3","Rennweg","48.19550651","16.38649249","0100"
"at:49:1091:0:5","Rennweg","48.19461427","16.38604334","0100"
"at:49:1091:0:7","Rennweg","48.19428492","16.38649249","0100"
"at:49:1091:0:8","Rennweg","48.19511728","16.38666317","0100"
"at:49:1093:0:1","Asparagusweg","48.24241965","16.53074396","0100"
"at:49:1093:0:2","Asparagusweg","48.24229999","16.53059125","0100"
"at:49:1094:0:1","Resselgasse","48.19893158","16.36784347","0100"
"at:49:1094:0:2","Resselgasse","48.19778792","16.36767279","0100"
"at:49:1094:0:4","Resselgasse","48.19863219","16.36760991","0100"
"at:49:1095:0:11","Reumannplatz","48.17465773","16.37746442","0100"
"at:49:1095:0:13","Reumannplatz","48.17486141","16.37788663","0100"
"at:49:1095:0:15","Reumannplatz","48.17284856","16.37888376","0100"
"at:49:1095:0:16","Reumannplatz","48.17534065","16.37719493","0100"
"at:49:1095:0:17","Reumannplatz","48.17535862","16.37819206","0100"
"at:49:1095:0:2","Reumannplatz","48.17323197","16.37752731","0100"
"at:49:1095:0:4","Reumannplatz","48.17315409","16.37748239","0100"
"at:49:1095:0:5","Reumannplatz","48.17505310","16.37794053","0100"
"at:49:1095:0:6","Reumannplatz","48.17487339","16.37798545","0100"
"at:49:1095:0:8","Reumannplatz","48.17454990","16.37933292","0100"
"at:49:1095:0:9","Reumannplatz","48.17547843","16.37886580","0100"
"at:49:1096:0:1","Hörndlwald","48.17439415","16.26470789","0100"
"at:49:1098:0:1","Richard-Strauss-Straße","48.13767688","16.33827093","0100"
"at:49:1098:0:2","Richard-Strauss-Straße","48.13779677","16.33813618","0100"
"at:49:1099:0:1","Richthausenstraße","48.22367870","16.32273007","0100"
"at:49:1099:0:2","Richthausenstraße","48.22388817","16.32265821","0100"
"at:49:1099:0:3","Richthausenstraße","48.22415150","16.32238871","0100"
"at:49:11:0:1","Aignerstraße","48.24623042","16.37486829","0100"
"at:49:11:0:2","Aignerstraße","48.24643381","16.37502999","0100"
"at:49:110:0:1","Barichgasse","48.19836274","16.39490072","0100"
"at:49:110:0:2","Barichgasse","48.19811126","16.39486479","0100"
"at:49:1100:0:1","Riedelgasse","48.16367592","16.28004213","0100"
"at:49:1100:0:3","Riedelgasse","48.16304079","16.27936840","0100"
"at:49:1101:0:1","Riedstraße","48.21048651","16.23845013","0100"
"at:49:1102:0:1","Riemergasse","48.20755911","16.37741951","0100"
"at:49:1102:0:2","Riemergasse","48.20806199","16.37718595","0100"
"at:49:1103:0:1","Schippergasse","48.28349166","16.41760115","0100"
"at:49:1103:0:2","Schippergasse","48.28355144","16.41713403","0100"
"at:49:1104:0:1","Rochusgasse","48.20279349","16.39067864","0100"
"at:49:1104:0:2","Rochusgasse","48.20228457","16.39198120","0100"
"at:49:1104:0:3","Rochusgasse","48.20250610","16.39075949","0100"
"at:49:1104:0:4","Rochusgasse","48.20225464","16.39240341","0100"
"at:49:1104:0:5","Rochusgasse","48.20238037","16.39059779","0100"
"at:49:1104:0:7","Rochusgasse","48.20223667","16.39192730","0100"
"at:49:1105:0:2","Rodaun","48.13249107","16.26309991","0122"
"at:49:1105:0:4","Rodaun","48.13431965","16.26136616","0122"
"at:49:1105:0:6","Rodaun","48.13317455","16.26241719","0122"
"at:49:1105:0:8","Rodaun","48.13354626","16.26170752","0122"
"at:49:1105:0:9","Rodaun","48.13351629","16.26217464","0122"
"at:49:1107:0:1","Rodauner Straße","48.13912161","16.26012648","0100"
"at:49:1107:0:2","Rodauner Straße","48.13888782","16.26024326","0100"
"at:49:1108:0:1","Rodlergasse","48.24081030","16.33455190","0100"
